"id";"subject_type";"subject_value";"relation_type";"relation_value";"object_type";"object_value";"confidence"
10061;"PERSON";"Barbara Lawton";"O";"be state assemblyman of";"LOCATION";"Wisconsin";1.0
10062;"PERSON";"Stephen Mack";"O";"be state assemblyman of";"LOCATION";"Wisconsin";1.0
10063;"PERSON";"John E";"O";"be state assemblyman of";"LOCATION";"Wisconsin";1.0
10064;"PERSON";"John W";"O";"be of";"ORGANIZATION";"Florida Supreme Court";1.0
10065;"PERSON";"Samuel Ryan";"O";"be of";"LOCATION";"Wisconsin";1.0
10066;"PERSON";"Brett Favre";"O";"be player of";"ORGANIZATION";"NFL";1.0
10067;"PERSON";"Raymond Joseph Cannon";"O";"be player of";"ORGANIZATION";"NFL";1.0
10068;"PERSON";"Rebecca Giddens";"O";"be player of";"ORGANIZATION";"NFL";1.0
10069;"ORGANIZATION";"University of Toledo";"ORGANIZATION";"be of";"ORGANIZATION";"Bob Kroll";1.0
10070;"PERSON";"Robert J";"O";"be of";"ORGANIZATION";"Green Bay Packers";1.0
10071;"PERSON";"Mary Sauer";"O";"be player of";"ORGANIZATION";"NFL";1.0
10072;"PERSON";"Cowboy Wheeler";"O";"be player of";"ORGANIZATION";"MLB";1.0
10073;"ORGANIZATION";"Ashwaubenon High School";"O";"be in";"PERSON";"Jim Knipfel";1.0
10074;"PERSON";"Dave Pirner";"O";"be in";"LOCATION";"Green Bay";1.0
10075;"LOCATION";"Broadway District large South Side";"O";"be the of";"LOCATION";"Galleryedit Hotel Northland South Village historical District Adams Street Nicolet Bank downtown Green Bay YMCA";1.0
10076;"PERSON";"Eisenhower";"O";"be at";"LOCATION";"National Railroad Museum Bay of Green Bay Thome Fountain";1.0
10077;"ORGANIZATION";"Medical College";"O";"campus in";"LOCATION";"Green Bay";0.518878524022277
10078;"ORGANIZATION";"Chamber of Commerce Greater Green Bay Convention & Visitor Bureau Sanborn";"O";"be of";"LOCATION";"Green Bay Green Bay Area";1.0
10079;"PERSON";"Shirley Sniderville";"O";"be red banks of";"LOCATION";"Poland";1.0
10080;"LOCATION";"Colorado State Capitol";"O";"be in";"LOCATION";"Denver";1.0
10081;"LOCATION";"Arkansas Valley";"O";"be in";"LOCATION";"Colorado";1.0
10082;"PERSON";"George";"O";"marry however";"PERSON";"Juana Maria Suaso";1.0
10083;"ORGANIZATION";"Bessemer";"O";"join";"LOCATION";"Pueblo";1.0
10084;"ORGANIZATION";"Colorado fuel";"O";"be";"ORGANIZATION";"Colorado fuel";1.0
10085;"ORGANIZATION";"Colorado Mental Health Institute";"O";"be";"LOCATION";"Colorado State Hospital";1.0
10086;"ORGANIZATION";"Congressional Record";"O";"recognize";"PERSON";"Pueblo";1.0
10087;"ORGANIZATION";"front Range Urban Corridor";"O";"be in";"LOCATION";"Colorado";1.0
10088;"ORGANIZATION";"culture";"O";"manage by";"ORGANIZATION";"Steelworks Center of West Union Avenue Historic Commercial District Weisbrod Aircraft Museum Sportsedit Pueblo";0.935411566539268
10089;"LOCATION";"Pueblo";"O";"be in";"LOCATION";"Cañon City";1.0
10090;"ORGANIZATION";"Central High School";"O";"be found in";"LOCATION";"Bessemer";1.0
10091;"ORGANIZATION";"Early College Program";"O";"be in";"LOCATION";"Pueblo";1.0
10092;"ORGANIZATION";"School of Engineering and Biomedical Science";"ORGANIZATION";"of school be";"ORGANIZATION";"Pueblo Technical Academy";1.0
10093;"LOCATION";"Kansas";"O";"be by";"ORGANIZATION";"Beeline Express";1.0
10094;"ORGANIZATION";"Pueblo Weisbrod Aircraft Museum";"O";"name for";"PERSON";"Fred Weisbrod";0.5503344510030922
10095;"ORGANIZATION";"Industrial Workers of the World";"ORGANIZATION";"be of";"PERSON";"Frank Evans";1.0
10096;"PERSON";"University-Pueblo Simon Guggenheim";"O";"be of";"ORGANIZATION";"Colorado State";1.0
10097;"PERSON";"Dana Perino";"O";"be at";"ORGANIZATION";"United States Air Force Academy";1.0
10098;"ORGANIZATION";"Colorado State University-Pueblo";"O";"be in";"LOCATION";"Frederick Walker Pitkin";1.0
10099;"LOCATION";"California";"O";"be to";"PERSON";"Ray Herbert Talbot";1.0
10100;"ORGANIZATION";"Centennial High School";"O";"be in";"PERSON";"Blaine L";1.0
10101;"PERSON";"Damon Runyon";"O";"be from";"ORGANIZATION";"Pueblo Central High School";1.0
10102;"PERSON";"John Davis";"O";"be from";"ORGANIZATION";"Pueblo Central High School";1.0
10103;"PERSON";"Joe Pannunzio";"O";"be bull rider of";"ORGANIZATION";"pbr";1.0
10104;"PERSON";"Dan DeRose";"O";"be for";"LOCATION";"United States";1.0
10105;"PERSON";"Bridey Murphy";"O";"be in";"LOCATION";"Colorado";1.0
10106;"PERSON";"William Jackson Palmer";"O";"be from";"ORGANIZATION";"Pueblo Centennial High School";1.0
10107;"PERSON";"Louis L'Amour";"O";"for";"PERSON";"Milo Talon";1.0
10108;"ORGANIZATION";"Sunset Inn";"O";"have";"ORGANIZATION";"Coors Tavern";1.0
10109;"LOCATION";"Colorado";"O";"be in";"LOCATION";"Creede";1.0
10110;"PERSON";"John Ezra Rickards";"O";"be governor of";"LOCATION";"Montana";1.0
10111;"ORGANIZATION";"Baxter Beulah devine Nepesta North Avondale ghost";"O";"be community of";"LOCATION";"Pueblo City Pueblo Towns Boone Rye CDPs Avondale Beulah Valley Blende Colorado City Pueblo West Salt Creek Vineland Unincorporated";1.0
10112;"PERSON";"Cathy Noon";"O";"be president of";"ORGANIZATION";"City Council";1.0
10113;"ORGANIZATION";"Colorado Cities";"O";"be in";"LOCATION";"Pueblo County";1.0
10114;"ORGANIZATION";"country United States of America Territory Puerto Rico Established name";"O";"be for";"PERSON";"Carmen Yulín Cruz";1.0
10115;"PERSON";"Enrico";"O";"set";"ORGANIZATION";"La Fortaleza";1.0
10116;"PERSON";"Sampson";"O";"arrive at";"LOCATION";"San Juan Bay";1.0
10117;"ORGANIZATION";"Yale";"O";"return to";"LOCATION";"San Juan Bay";1.0
10118;"PERSON";"Reed";"O";"be of";"LOCATION";"U.S";1.0
10119;"PERSON";"Miles";"O";"land at";"LOCATION";"Guánica";1.0
10120;"LOCATION";"Spain";"O";"cede island to";"LOCATION";"United States";1.0
10121;"PERSON";"Gilberto José Marxuach";"O";"son 's";"PERSON";"Teófilo";1.0
10122;"LOCATION";"San Juan";"O";"be scene of";"LOCATION";"San Juan Uprising";1.0
10123;"LOCATION";"United States Federal Court House Building";"O";"be in";"LOCATION";"Old San Juan";1.0
10124;"LOCATION";"Puerto Rico";"O";"look south to";"LOCATION";"San Juan Bay";1.0
10125;"LOCATION";"Miramar";"O";"host";"ORGANIZATION";"Puerto Rico Convention Center";1.0
10126;"LOCATION";"Madrid";"O";"on";"LOCATION";"City Hall";1.0
10127;"LOCATION";"San Juan";"O";"have";"ORGANIZATION";"municipal Legislature";1.0
10128;"ORGANIZATION";"University of Puerto Rico";"O";"be in";"LOCATION";"Rio Piedras San Juan";1.0
10129;"ORGANIZATION";"University";"O";"be located in";"LOCATION";"San Juan";1.0
10130;"ORGANIZATION";"Center for Advanced study";"O";"be on";"LOCATION";"Puerto Rico";1.0
10131;"ORGANIZATION";"Technological College";"O";"be of";"LOCATION";"San Juan";1.0
10132;"PERSON";"Perpetuo Socorro";"O";"be in";"LOCATION";"Miramar";1.0
10133;"LOCATION";"Santa Mónica";"O";"be in";"LOCATION";"Santurce";1.0
10134;"LOCATION";"San José";"O";"be in";"LOCATION";"Río Piedras";1.0
10135;"ORGANIZATION";"Cupey Maria Montesory School";"O";"be in";"LOCATION";"Cupey";1.0
10136;"LOCATION";"San Antonio Creek";"O";"be from";"LOCATION";"Old San Juan";1.0
10137;"LOCATION";"Marin International Airport";"O";"be of";"PERSON";"Luis Muñoz";1.0
10138;"ORGANIZATION";"Medical Services Administration of the Department of Health";"O";"be of";"LOCATION";"Puerto Rico";1.0
10139;"ORGANIZATION";"Major League Baseball 's Montreal Expos";"O";"play home game at";"LOCATION";"Hiram Bithorn Stadium";1.0
10140;"ORGANIZATION";"United States Military Academy";"O";"be at";"LOCATION";"Annapolis";1.0
10141;"LOCATION";"Yauco";"O";"be to";"PERSON";"Las Marias";1.0
10142;"ORGANIZATION";"Nacionalista";"O";"be by";"PERSON";"Pedro Aponte Vázquez";1.0
10143;"PERSON";"Museo";"PERSON";"la";"PERSON";"Americas";1.0
10144;"LOCATION";"Puerto Rico";"O";"be on";"ORGANIZATION";"ElectionsPuertoRico ^ Elecciones Generales";1.0
10145;"ORGANIZATION";"Wikimedia Commons";"O";"be link of";"LOCATION";"Puerto Rico External";1.0
10146;"ORGANIZATION";"Puerto Rico Bermuda Triangle Capitals";"O";"be in";"LOCATION";"North America Capitals";1.0
10147;"LOCATION";"Rocky mountain";"O";"meet";"LOCATION";"Great Plains";1.0
10148;"PERSON";"Clela Rorex";"O";"be clerk of";"LOCATION";"Boulder County";1.0
10149;"LOCATION";"America";"O";"have";"LOCATION";"Foodiest Town";1.0
10150;"ORGANIZATION";"Queerest Cities";"O";"be magazine of";"ORGANIZATION";"Bon Appetit";1.0
10151;"LOCATION";"Boulder";"O";"be serve by";"LOCATION";"US";1.0
10152;"LOCATION";"Boulder";"O";"be home to";"ORGANIZATION";"University of Colorado";1.0
10153;"ORGANIZATION";"Northwest Rail Line";"O";"run through";"LOCATION";"Boulder";1.0
10154;"ORGANIZATION";"Congress";"O";"be of";"LOCATION";"United States";1.0
10155;"LOCATION";"Boulder";"O";"be serve by";"ORGANIZATION";"Comcast Cable";1.0
10156;"ORGANIZATION";"Paladin Press";"O";"be found by";"PERSON";"Peder Lund";1.0
10157;"PERSON";"Brown";"O";"move on to";"ORGANIZATION";"soldier";1.0
10158;"PERSON";"Jello Biafra";"O";"be frontman of";"ORGANIZATION";"Dead Kennedys";1.0
10159;"LOCATION";"Boulder";"O";"be home to";"PERSON";"Paul danish";1.0
10160;"ORGANIZATION";"town";"O";"be of";"LOCATION";"Boulder County";1.0
10161;"PERSON";"Carrie Ingalls";"O";"move in to";"LOCATION";"Boulder";1.0
10162;"LOCATION";"Shoppingedit Pearl Street mall";"O";"be in";"LOCATION";"Boulder";1.0
10163;"LOCATION";"China";"O";"be since";"PERSON";"Ciudad Mante";1.0
10164;"PERSON";"Florian Lopez";"O";"be by";"PERSON";"Mante";1.0
10165;"LOCATION";"Colorado";"O";"be municipality of";"LOCATION";"Colorado";1.0
10166;"LOCATION";"America";"O";"have";"LOCATION";"Foodiest Town";1.0
10167;"LOCATION";"Denver";"O";"have";"ORGANIZATION";"Northwest Rail Line";1.0
10168;"PERSON";"Brammer";"O";"be ^ of";"ORGANIZATION";"Denver Post";1.0
10169;"PERSON";"Woody Allen";"O";"be at";"ORGANIZATION";"NCAR";1.0
10170;"ORGANIZATION";"environmental dimension of Social and Economic Power";"O";"be in";"LOCATION";"Boulder";1.0
10171;"LOCATION";"Boulder";"O";"be article of";"ORGANIZATION";"Encyclopædia Britannica";1.0
10172;"ORGANIZATION";"CDOT";"O";"be website of";"LOCATION";"Boulder";1.0
10173;"LOCATION";"Caguas";"O";"be city of";"LOCATION";"San Juan-Caguas-Guaynabo Metropolitan Statistical Area";1.0
10174;"LOCATION";"Río Grande de Loíza";"O";"divide municipality from";"LOCATION";"Gurabo";1.0
10175;"PERSON";"Miranda Marin";"O";"call";"LOCATION";"Caguas El Nuevo Pais de Caguas";1.0
10176;"PERSON";"Berrios Diaz";"O";"be to";"PERSON";"Miguel Hernandez Rodriguez";1.0
10177;"PERSON";"Berrios Diaz";"O";"be to";"PERSON";"William Miranda Marín";1.0
10178;"LOCATION";"Puerto Rico Highway";"O";"connect";"LOCATION";"Caguas";1.0
10179;"LOCATION";"Puerto Rico Highway";"O";"connect caguas to";"LOCATION";"San Juan";1.0
10180;"ORGANIZATION";"Tecnología Caguas Private School";"ORGANIZATION";"be of";"ORGANIZATION";"High School Rio Cañas High School Santa Rosa Superior School Thomas Alva Edison School Colegio San José Superior Escuela de Ciencias";1.0
10181;"LOCATION";"Puerto Rico";"O";"be twin with";"LOCATION";"Southbridge";1.0
10182;"ORGANIZATION";"Virginia Location";"O";"be in";"LOCATION";"United States";1.0
10183;"LOCATION";"Chesapeake";"O";"be include in";"LOCATION";"Virginia Beach";1.0
10184;"LOCATION";"Chesapeake";"O";"be city in";"LOCATION";"Commonwealth of Virginia";1.0
10185;"LOCATION";"Chesapeake";"O";"be locate on";"LOCATION";"Atlantic Intracoastal Waterway";1.0
10186;"PERSON";"Chesapeake";"O";"be name by";"PERSON";"Bloomberg Businessweek";1.0
10187;"PERSON";"Bower";"O";"have";"PERSON";"Hill";1.0
10188;"ORGANIZATION";"NALF Fentress Points";"O";"be of";"LOCATION";"Chesapeake Arboretum Chesapeake";1.0
10189;"LOCATION";"Airportsedit Chesapeake";"O";"be serve by";"LOCATION";"Norfolk International Airport";1.0
10190;"LOCATION";"Hampton road Executive Airport";"O";"located near";"LOCATION";"Bowers Hill";0.6873872331852668
10191;"ORGANIZATION";"NALF Fentress";"O";"be facility of";"LOCATION";"U.S";1.0
10192;"LOCATION";"Oceana";"O";"be at";"ORGANIZATION";"NAS";1.0
10193;"LOCATION";"Waterway";"O";"pass through";"LOCATION";"Chesapeake";1.0
10194;"LOCATION";"Chesapeake";"O";"parallel";"LOCATION";"U.S";1.0
10195;"LOCATION";"Virginia";"O";"connect";"PERSON";"Raleigh";1.0
10196;"LOCATION";"Chesapeake";"O";"receive majority from";"LOCATION";"Northwest River";1.0
10197;"LOCATION";"Virginia City";"O";"be of";"LOCATION";"Portsmouth";1.0
10198;"PERSON";"Bower";"O";"have";"ORGANIZATION";"Hill Greenbrier Hickory";1.0
10199;"PERSON";"Ollie Tyler";"O";"be for";"PERSON";"Henry Miller Shreve";1.0
10200;"LOCATION";"Red River";"O";"connect shreveport with";"LOCATION";"Bossier City";1.0
10201;"LOCATION";"Bagley Island";"O";"be into";"LOCATION";"Bossier Parish";1.0
10202;"LOCATION";"Bossier City";"O";"be separate by";"LOCATION";"Red River";1.0
10203;"LOCATION";"Shreveport";"O";"be found in by";"ORGANIZATION";"Shreve Town Company";1.0
10204;"LOCATION";"Shreveport";"O";"be of";"LOCATION";"Shreveport";1.0
10205;"ORGANIZATION";"United States Army Corps";"O";"clear";"LOCATION";"Red River";1.0
10206;"LOCATION";"Shreveport";"O";"in";"LOCATION";"Oakland Cemetery";1.0
10207;"LOCATION";"Shreveport";"O";"be capital of";"LOCATION";"Louisiana";1.0
10208;"PERSON";"Justin Vincent Gras Skyline";"O";"be in";"LOCATION";"Shreveport Municipal Memorial Auditorium";1.0
10209;"ORGANIZATION";"Mansfield female College";"O";"be in";"LOCATION";"Mansfield";1.0
10210;"ORGANIZATION";"Community Foundation";"O";"be of";"LOCATION";"North Louisiana";1.0
10211;"PERSON";"Joseph Cemetery";"O";"be in";"LOCATION";"Shreveport";1.0
10212;"LOCATION";"Shreveport";"O";"on";"LOCATION";"Fannin Street";1.0
10213;"PERSON";"Kenny Wayne Shepherd";"O";"be all from";"LOCATION";"Shreveport";1.0
10214;"LOCATION";"Fairfield Avenue";"O";"be at";"LOCATION";"Kirby Street";1.0
10215;"ORGANIZATION";"Chase Stoner Hill University Terrace Waterside West End Western Hills";"O";"be sunset acres towne south twelve oaks shadow pine estates steeple of";"LOCATION";"Charles Place Shreve Island Shreve Lake Estates South Broadmoor South Highlands Southern Hills Southern Trace Spring Lake Stoner Hill";1.0
10216;"PERSON";"Neill";"O";"be of";"LOCATION";"Shreveport";1.0
10217;"ORGANIZATION";"Robinson Place";"O";"be in";"LOCATION";"Shreveport";1.0
10218;"LOCATION";"Fairfield";"O";"be on";"LOCATION";"Fairfield Avenue";1.0
10219;"LOCATION";"Louisiana State Office Building";"O";"be in";"LOCATION";"Shreveport";1.0
10220;"LOCATION";"Shreveport";"O";"be parish seat of";"ORGANIZATION";"Caddo Parish";1.0
10221;"ORGANIZATION";"Standard Oil";"O";"be of";"LOCATION";"Louisiana";1.0
10222;"ORGANIZATION";"Standard Oil";"O";"be of";"LOCATION";"New Jersey";1.0
10223;"PERSON";"Harrah";"O";"have";"LOCATION";"Louisiana Downs";1.0
10224;"ORGANIZATION";"Shreveport Convention Center";"O";"be manage by";"ORGANIZATION";"SMG";1.0
10225;"LOCATION";"Shreveport";"O";"be home to";"ORGANIZATION";"Shreveport Operations";1.0
10226;"LOCATION";"Louisiana";"O";"be call";"LOCATION";"Hollywood South";1.0
10227;"PERSON";"Richard Dreyfuss";"O";"be from";"LOCATION";"Guantanamo Bay";1.0
10228;"PERSON";"Rooney Mara Olympus";"PERSON";"have";"PERSON";"Fallen Gerard Butler";1.0
10229;"ORGANIZATION";"Centenary College";"O";"found at";"LOCATION";"Jackson";1.0
10230;"ORGANIZATION";"Louisiana State University";"O";"be in";"LOCATION";"Shreveport";1.0
10231;"ORGANIZATION";"Louisiana Tech University";"O";"be at";"LOCATION";"Shreveport-Bossier City";1.0
10232;"ORGANIZATION";"Southern University";"O";"be at";"LOCATION";"Shreveport";1.0
10233;"LOCATION";"Jordan Street";"O";"be near";"LOCATION";"State Office Building";1.0
10234;"ORGANIZATION";"First Baptist Church";"O";"be once pastore by";"PERSON";"Monroe E";1.0
10235;"LOCATION";"Shreveport";"O";"be home to";"ORGANIZATION";"Shreveport Community Church";1.0
10236;"LOCATION";"historic Strand Theater";"O";"be in";"LOCATION";"Shreveport";1.0
10237;"ORGANIZATION";"Rafters FC";"O";"include";"ORGANIZATION";"Shreveport Lady Rafters FC";1.0
10238;"ORGANIZATION";"academy of Children 's Theatre Artspace Shreveport Barnwell Memorial Garden";"O";"be on";"ORGANIZATION";"Centenary College Campus Meadows Museum of Art";1.0
10239;"ORGANIZATION";"Shreveport Metropolitan Ballet Shreveport Municipal Auditorium Shreveport Opera Shreveport Symphony Orchestra Southern University Museum of Art Spring Street Museum";"O";"be concerts www.shreveporthouseconcerts.org shreveport little theatre www.shreveportlittletheatre.com of";"ORGANIZATION";"Shreveport-Bossier RiverView Theatre Robinson Film Center Shreveport House";1.0
10240;"PERSON";"Mardi Gras";"O";"be in";"LOCATION";"Shreveport";1.0
10241;"PERSON";"Mardi Gras";"O";"be in";"LOCATION";"Shreveport";1.0
10242;"LOCATION";"Cross Lake Ford Park";"O";"be for";"PERSON";"Clyde Fant";1.0
10243;"LOCATION";"the Gardens";"O";"be of";"ORGANIZATION";"american Rose Center Hirsch Memorial Coliseum";1.0
10244;"ORGANIZATION";"Louisiana State University";"O";"be in";"LOCATION";"Shreveport";1.0
10245;"ORGANIZATION";"IMAX Theater Shreveport Municipal Auditorium";"O";"be of";"LOCATION";"Red River";1.0
10246;"PERSON";"Haughton";"O";"be in";"PERSON";"Yogie";1.0
10247;"LOCATION";"Bossier City";"O";"be serve by";"PERSON";"Bossier Press-Tribune";1.0
10248;"ORGANIZATION";"Barksdale Warrior";"O";"be newspaper for";"ORGANIZATION";"Barksdale Air Force Base";1.0
10249;"LOCATION";"Shreveport";"O";"be serve by";"ORGANIZATION";"Comcast";0.790644443550454
10250;"ORGANIZATION";"KCMC";"O";"be of";"LOCATION";"Texarkana";1.0
10251;"ORGANIZATION";"Allegiant Air";"O";"be to";"LOCATION";"Las Vegas";1.0
10252;"ORGANIZATION";"Delta Air Lines";"O";"be to";"LOCATION";"Atlanta";1.0
10253;"ORGANIZATION";"GLO Airlines";"O";"be to";"LOCATION";"New Orleans";1.0
10254;"ORGANIZATION";"United Express";"O";"be to";"LOCATION";"Houston";1.0
10255;"LOCATION";"downtown business District";"O";"be along";"LOCATION";"Red River";1.0
10256;"ORGANIZATION";"United States Census Bureau";"O";"be of";"LOCATION";"Shreveport";1.0
10257;"PERSON";"Brock";"O";"be http://laaog.org/churches/shreveport/ ^ of";"ORGANIZATION";"Louisiana AG Church Directory";1.0
10258;"PERSON";"Eric Brock";"O";"have";"LOCATION";"Shreveport";1.0
10259;"PERSON";"Paul";"O";"be saint of";"LOCATION";"Maryland";1.0
10260;"PERSON";"Mitch Landrieu";"O";"be in";"LOCATION";"Louisiana";1.0
10261;"LOCATION";"Louisiana Cities";"O";"be in";"LOCATION";"Bossier Parish";1.0
10262;"ORGANIZATION";"North Carolina Location";"O";"be in";"LOCATION";"United States";1.0
10263;"PERSON";"Thomas Jethro Brown";"O";"be of";"LOCATION";"Davie County";1.0
10264;"PERSON";"Hanes";"O";"sell out to";"LOCATION";"Reynolds";1.0
10265;"ORGANIZATION";"US Post Office";"O";"refer as";"LOCATION";"Winston-Salem";1.0
10266;"LOCATION";"Winston-Salem";"O";"be city in";"LOCATION";"North Carolina";1.0
10267;"LOCATION";"Reynolds Building";"O";"be complete in";"LOCATION";"Winston-Salem";1.0
10268;"LOCATION";"Reynolds Building";"O";"be in";"LOCATION";"Winston-Salem";1.0
10269;"PERSON";"Christian Winkler";"O";"be of";"LOCATION";"Pennsylvania";1.0
10270;"PERSON";"Reynolds";"O";"";"LOCATION";"Bailey Power Plant";1.0
10271;"ORGANIZATION";"Shamrock Hosiery Mills";"O";"be in";"LOCATION";"Winston-Salem";1.0
10272;"ORGANIZATION";"Wachovia";"O";"be purchase by";"ORGANIZATION";"Wells Fargo";1.0
10273;"PERSON";"Miller";"O";"have";"ORGANIZATION";"Variety Store";1.0
10274;"ORGANIZATION";"Garner Foods";"O";"introduce";"PERSON";"Texas Pete";1.0
10275;"PERSON";"Malcolm Purcell McLean";"O";"form";"ORGANIZATION";"McLean Trucking Co";1.0
10276;"ORGANIZATION";"Piedmont Airlines";"O";"be form out of";"ORGANIZATION";"Camel City Flying Service";1.0
10277;"LOCATION";"Smith Reynolds Airport";"O";"be in";"LOCATION";"Winston-Salem";1.0
10278;"ORGANIZATION";"wake forest Baptist Medical Center";"O";"be largest employer in";"LOCATION";"Winston-Salem";1.0
10279;"LOCATION";"Salem";"O";"be home to";"ORGANIZATION";"museum of southern decorative art";1.0
10280;"LOCATION";"Shoppingedit Winston-Salem";"O";"be home to";"LOCATION";"Hanes mall";1.0
10281;"PERSON";"Shirley Jackson";"O";"'s story be";"PERSON";"George Washington";1.0
10282;"ORGANIZATION";"Forest University";"O";"be member of";"ORGANIZATION";"Atlantic Coast Conference";1.0
10283;"LOCATION";"Winston-Salem";"O";"be home to";"ORGANIZATION";"Bishop McGuinness Catholic High School";1.0
10284;"ORGANIZATION";"Forsyth Country Day School";"O";"be in";"LOCATION";"Lewisville";1.0
